"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.0548264328594364,0.0662202334484656,0.0760983934264163,0.0778994549815945,0.0869351925835129,0.0919426020216013,0.103208486041051,0.111125897435907,0.125971598090898,0.130669387574059,0.134324566492947,0.1396974851973,0.143418819503734,0.157464909888414,0.163823143006567,0.168614007098563,0.175994748075011,0.180368298609638,0.189547065368516,0.194321957765595,0.199044211166457,0.209503459644547,0.214717949679009,0.22190257123492,0.228169844706401,0.234645961520286,0.235731503340278,0.242938669418254,0.252634144799706,0.255276870594505,0.26319664583589,0.272681043453157,0.273758833871317,0.273341435619034,0.282832055586042,0.288682632955332,0.288988595243568,0.30082566784808,0.309809754665972,0.310704891726776,0.313387062749056,0.318729553854383,0.322381509552137,0.325496092901565,0.332085260245154,0.339856620850862,0.338940528606193,0.345674522063784,0.354165399766003,0.357832671258316
0.0658306239672162,0.0737086201046584,0.0768742359578903,0.0870882144922188,0.105158841285871,0.0997735313867575,0.112822316501232,0.116219753225491,0.133091177171814,0.141074624852844,0.142789606739321,0.154388307030987,0.162868018720584,0.164810893135999,0.168629002883295,0.176587211722996,0.183399705638931,0.18719677279999,0.209164193131214,0.19773913765022,0.213418837778688,0.224062408102865,0.221917932039059,0.223765123988745,0.237185618471138,0.244779398367935,0.243802477104992,0.251173821631134,0.258391918840024,0.264516948047456,0.267924472286503,0.275292518737587,0.283179165651432,0.279906579626978,0.286345808680924,0.296211262131092,0.306935968890801,0.304420177149794,0.31721810816642,0.314825416824528,0.317408061322537,0.32459337959778,0.330369327381914,0.328831726317516,0.340169613400677,0.344344097791452,0.34450565530518,0.348111280516848,0.352703073879359,0.360474938600599
0.0716060381597478,0.0850127086688987,0.0832558947549596,0.096823376265235,0.100248826844958,0.115703830496004,0.115440625190566,0.121925793150915,0.135418598466241,0.147710817658984,0.152287238770733,0.157403093395802,0.164668072895389,0.168057866181325,0.184524904278705,0.191031197886021,0.193832091991949,0.195831529179629,0.212392793100114,0.216396299017226,0.214644460095776,0.225888841133492,0.235831803766914,0.23428795103286,0.237597225213207,0.251409751284664,0.250953903776767,0.261482318104615,0.262725236215804,0.270315815932309,0.275875536056991,0.281073350548026,0.286977226579307,0.290651399553379,0.294089851307083,0.300382486057168,0.303554574832914,0.314302792542277,0.311871901754199,0.323872138135708,0.324902192704198,0.332200238488961,0.331166414652547,0.337436620994966,0.341345844546104,0.348040089909874,0.350932983558118,0.361158435154375,0.363206390917173,0.366320255853153
0.0735337973690165,0.0920306924214462,0.0995757287414274,0.105652010308161,0.112475951277541,0.124258688634992,0.127190657527533,0.133088544588708,0.141156320292061,0.141824541873937,0.1599551415864,0.164216225164827,0.1706081780459,0.178753333993448,0.177637182169045,0.19327778472291,0.195909446004666,0.204150297383228,0.211271719090168,0.21813625559232,0.229771942444017,0.229337115214574,0.23606009696173,0.238146617277147,0.247733672243496,0.249047008258223,0.264612095768888,0.26587649892572,0.271551366124014,0.269181603763756,0.279668138613331,0.288133984113394,0.291699174127124,0.293849008028639,0.300090681890082,0.300966277467254,0.312427515248811,0.314189585967306,0.322766849124069,0.322639267349424,0.329298587419016,0.337096067666125,0.337583247121068,0.350020996236191,0.347688503027301,0.35917556254787,0.352559108487935,0.363356548986685,0.364208170076437,0.372499783040288
0.079330177965859,0.094042163245021,0.103943472741446,0.111758001218424,0.117670002560414,0.121447970470063,0.136640911606263,0.142130094170623,0.151788003418964,0.151587120720374,0.164109596634922,0.174011374978595,0.177010132429828,0.189839111467733,0.186768364113048,0.200323202113655,0.200338918571888,0.212165774620361,0.213430574547491,0.228016268357117,0.233849957953212,0.237441530285054,0.246963388867738,0.245697893586459,0.250183959910388,0.261898898091082,0.257048941501129,0.269842482645129,0.279910199299338,0.278553919658597,0.285454671321874,0.287538786459521,0.295628546789914,0.302498109126842,0.305983208537987,0.314411711488312,0.317385295096512,0.320859002580182,0.325589680898503,0.326286365141867,0.339819025801111,0.337428032948985,0.347294166443832,0.351686874722367,0.348907872921058,0.355606768429671,0.367163168421266,0.368720617333896,0.371201010559883,0.368019962837219
0.0963321052410163,0.0998494443674666,0.108208162136728,0.117250595476329,0.126126719865118,0.130942439242392,0.141147747287366,0.144947501781739,0.156496451273324,0.16376567109182,0.171906317991934,0.177009351408309,0.18359130166559,0.194035713115593,0.196898326043422,0.20346291241421,0.207484338268432,0.21419702808579,0.2226264209662,0.22695959766082,0.233015399835532,0.239018971432208,0.241925517533896,0.251713325153774,0.259497851832233,0.262976836101269,0.268396516938675,0.269727717844583,0.279611984418981,0.2860571489264,0.28825023351314,0.293006383072707,0.305987373242399,0.305265126119622,0.309775265233043,0.311217543322926,0.31219231176365,0.329617506048445,0.325738043507516,0.337881730625608,0.338913872612503,0.344116123226088,0.349460187315066,0.34628202290955,0.357122114538547,0.362006184832621,0.368509162562679,0.365195988496273,0.376984711543237,0.375124940469674
0.098779161507767,0.113164115642355,0.119318701764539,0.120183308138501,0.130946572652512,0.137433795402802,0.146456950648109,0.155330243451413,0.162124093421899,0.168798204800744,0.176304841400732,0.18143358327029,0.189036292025503,0.194054161030282,0.201059460317818,0.207702550287408,0.210702492392863,0.218575590693257,0.227838945360245,0.233893899937772,0.237454030075382,0.241996488289666,0.250440277149396,0.258473493267517,0.267808787086163,0.272391069515213,0.275584732903445,0.279355979891596,0.281636639310972,0.287139059206057,0.296935922217394,0.300855320829767,0.30414953358427,0.307999252142458,0.316142095095242,0.319198414849866,0.326000809117149,0.331128007508824,0.337587980961697,0.333672655275769,0.337354668931833,0.346401028293564,0.347916572987486,0.35509652355612,0.360725364384391,0.362044267458737,0.370911756598057,0.374093324716522,0.373390928414908,0.378775287087917
0.102005552592751,0.117534094984223,0.126593411094503,0.125179500825835,0.135054248620245,0.144539030301371,0.149894908294998,0.158667924325828,0.158528316808669,0.171610441662901,0.180409342157249,0.183587246590379,0.198613063955576,0.19678494167656,0.205574482016484,0.215569150784868,0.218495796143361,0.226033920556212,0.234561227137218,0.23610671372541,0.241679018638708,0.255203706185969,0.254664647821462,0.261708739930714,0.266183164667259,0.27037764285313,0.280398408008103,0.286280585948164,0.289838322326555,0.295090876604815,0.296278581851879,0.30838544196636,0.30279174063309,0.311242088483993,0.320829781780391,0.324053696807452,0.322759768836666,0.338316932668664,0.335049986995234,0.338088462024926,0.343489068138206,0.35516615019148,0.357248053714235,0.367070207440603,0.36523496024955,0.369776838956912,0.37471226475938,0.378942783646092,0.386215675719727,0.385250974420785
0.103272694627188,0.119652312365539,0.120780417077558,0.134927104879023,0.132827382208041,0.151030266904761,0.157019771715207,0.15800502467008,0.166704250046717,0.173255507293323,0.186550482316897,0.190456586246971,0.196293810338657,0.207257922423998,0.217949462346302,0.219523280101289,0.226324064513028,0.227936551057286,0.232625460971935,0.244381799668346,0.247275805952053,0.258547439835668,0.265126855657378,0.263585686062784,0.268154388419055,0.276175931230941,0.284551636020208,0.287357058545407,0.293715726497528,0.293520183523679,0.295714281555879,0.308588009738637,0.307790288937489,0.320064112447305,0.323841460645327,0.328115846718357,0.332208814358402,0.3367691160666,0.340526057061409,0.351598724361013,0.34804493622905,0.352556549106041,0.359481526430059,0.362928359603656,0.367277835530799,0.369961492532296,0.376323712771906,0.377709983656219,0.385042582738757,0.387138701436641
0.115983331642221,0.121846847211424,0.128712704760964,0.140553291781048,0.139982254186017,0.151746165841387,0.156360406303634,0.170992011274835,0.172463673026162,0.178280011563867,0.182187860849088,0.18756013940433,0.194478965143736,0.204166680447376,0.214975291677366,0.223746881574342,0.222773770839556,0.231738584204853,0.241254143795851,0.247642148196527,0.25068347080938,0.25509212651381,0.261300526433002,0.272408650210405,0.276251536115603,0.28220342169435,0.285123954709838,0.290968154606531,0.28964113101665,0.305831596324791,0.307189268011055,0.316854713545387,0.317051201234341,0.32241127546184,0.334090098431254,0.334906058956343,0.331761453257659,0.343941803782257,0.344504533544013,0.35747159512976,0.357576271457845,0.35791885131931,0.361385889864334,0.36583648139903,0.371218342324189,0.370994832640912,0.38020913342415,0.380856514190253,0.385623796243084,0.390138203579854
