"input_x","density_x","input_x_simulated","density_x_simulated","input_y","density_y","input_y_simulated","density_y_simulated"
-0.0223694242286688,0.00271673375861824,-0.0289474913652216,0.0028580460268808,-0.0144789033923177,0.00514751970050711,-0.0123028594128065,0.00485447331549184
-0.0222729107155777,0.00423946682730333,-0.0288262020321557,0.00494632861311977,-0.0144159758071434,0.00884467002897158,-0.0122461307797301,0.00774951909454032
-0.0221763972024866,0.00647601481334884,-0.0287049126990899,0.0083827578935536,-0.0143530482219691,0.0146533652055504,-0.0121894021466538,0.0120321026145362
-0.0220798836893955,0.00977349458594929,-0.0285836233660241,0.0136414771928767,-0.0142901206367949,0.0234257752274192,-0.0121326735135774,0.0181785993331718
-0.0219833701763044,0.0143600784064669,-0.0284623340329583,0.0213286076169851,-0.0142271930516206,0.0361616232764734,-0.012075944880501,0.0267402741243754
-0.0218868566632133,0.0205515732264749,-0.0283410446998925,0.0320595474870651,-0.0141642654664463,0.0541580364885852,-0.0120192162474246,0.0383182503937503
-0.0217903431501222,0.0286645222441258,-0.0282197553668267,0.0463571190228565,-0.0141013378812721,0.0785966735812432,-0.0119624876143482,0.053522587863624
-0.0216938296370311,0.0389849078736549,-0.0280984660337608,0.0645213378046088,-0.0140384102960978,0.109779381722887,-0.0119057589812718,0.0729158929753931
-0.02159731612394,0.0517307535386706,-0.027977176700695,0.0864895478987207,-0.0139754827109235,0.147659152201086,-0.0118490303481955,0.0969445157882917
-0.0215008026108489,0.0670122800910644,-0.0278558873676292,0.111715130820674,-0.0139125551257493,0.191365488232256,-0.0117923017151191,0.125863339961314
-0.0214042890977578,0.0847946869755083,-0.0277345980345634,0.139097835853737,-0.013849627540575,0.239085782466001,-0.0117355730820427,0.159663201269693
-0.0213077755846667,0.104869652735665,-0.0276133087014976,0.166996426042222,-0.0137866999554007,0.288088100430272,-0.0116788444489663,0.198190063710247
-0.0212112620715756,0.126842113921969,-0.0274920193684318,0.193343545381751,-0.0137237723702265,0.334913969521865,-0.0116221158158899,0.240617021645173
-0.0211147485584845,0.150146744813041,-0.0273707300353659,0.215864011957234,-0.0136608447850522,0.375736555273974,-0.0115653871828135,0.285562350739482
-0.0210182350453934,0.173994188790176,-0.0272494407023001,0.232373750991525,-0.0135979171998779,0.406842109531516,-0.0115086585497372,0.33175106777818
-0.0209217215323023,0.197478407175872,-0.0271281513692343,0.240498779088216,-0.0135349896147036,0.42515930183358,-0.0114519299166608,0.37790281486093
-0.0208252080192112,0.219894463680724,-0.0270068620361685,0.239686812269472,-0.0134720620295294,0.428740328824366,-0.0113952012835844,0.422922475352355
-0.0207286945061201,0.240715767467547,-0.0268855727031027,0.230250959249613,-0.0134091344443551,0.41709627969961,-0.011338472650508,0.466090930642918
-0.020632180993029,0.259678218635452,-0.0267642833700369,0.213251685462876,-0.0133462068591808,0.391102670374201,-0.0112817440174316,0.507226112992008
-0.0205356674799379,0.276832279427877,-0.026642994036971,0.19044338309697,-0.0132832792740066,0.353123562141798,-0.0112250153843552,0.546784986848415
-0.0204391539668468,0.292551129767194,-0.0265217047039052,0.163986552071792,-0.0132203516888323,0.307885954458363,-0.0111682867512789,0.585881522079231
-0.0203426404537557,0.307488431399152,-0.0264004153708394,0.13612721687911,-0.013157424103658,0.259408246765532,-0.0111115581182025,0.626203992689051
-0.0202461269406646,0.322485888094196,-0.0262791260377736,0.108904427405609,-0.0130944965184838,0.211504987959013,-0.0110548294851261,0.670020031806679
-0.0201496134275735,0.338438202911341,-0.0261578367047078,0.0839328252941116,-0.0130315689333095,0.167433243675068,-0.0109981008520497,0.720021059780388
-0.0200530999144824,0.356160063272177,-0.026036547371642,0.0622857819749552,-0.0129686413481352,0.129719134355143,-0.0109413722189733,0.777600872214397
-0.0199565864013913,0.376339992423378,-0.0259152580385761,0.0444812173661458,-0.012905713762961,0.100164716032569,-0.010884643585897,0.843621165809997
-0.0198600728883002,0.398689600087788,-0.0257939687055103,0.0305521211926644,-0.0128427861777867,0.07999917679774,-0.0108279149528206,0.917926071374543
-0.0197635593752091,0.422591538259401,-0.0256726793724445,0.0201709416375444,-0.0127798585926124,0.0701136349445537,-0.0107711863197442,0.999241927276932
-0.019667045862118,0.446988253063379,-0.0255513900393787,0.0128720368312422,-0.0127169310074381,0.0713075000522029,-0.0107144576866678,1.08522332716117
-0.0195705323490269,0.470516119666972,-0.0254301007063129,0.00799206653929724,-0.0126540034222639,0.0844762430608557,-0.0106577290535914,1.17264376880287
-0.0194740188359358,0.491695460365549,-0.025308811373247,0.00478668858600982,-0.0125910758370896,0.110683947152616,-0.010601000420515,1.25771078885144
-0.0193775053228447,0.509149189117981,-0.0251875220401812,0.00276335597916112,-0.0125281482519153,0.151089860779538,-0.0105442717874387,1.33646934643609
-0.0192809918097536,0.521818360543139,-0.0250662327071154,0.00153637752395118,-0.0124652206667411,0.208098002433256,-0.0104875431543623,1.40524472794661
-0.0191844782966625,0.529142358823025,-0.0249449433740496,0.000821948918910318,-0.0124022930815668,0.280696658330428,-0.0104308145212859,1.46078612992985
-0.0190879647835714,0.531174851825189,-0.0248236540409838,0.000422778336516288,-0.0123393654963925,0.368108706974315,-0.0103740858882095,1.50008277441142
-0.0189914512704803,0.528583477739782,-0.024702364707918,0.000208909446545149,-0.0122764379112183,0.468300213114872,-0.0103173572551331,1.52421406313408
-0.0188949377573892,0.522596697916892,-0.0245810753748521,9.90983980179533e-05,-0.012213510326044,0.577980069419697,-0.0102606286220567,1.53432942196684
