"apolar_vx_est","apolar_vx_lower_95","apolar_vx_upper_95","apolar_vy_est","apolar_vy_lower_95","apolar_vy_upper_95","polar_vx_est","polar_vx_lower_95","polar_vx_upper_95","polar_vy_est","polar_vy_lower_95","polar_vy_upper_95"
0.520145244973522,0.4916991685756,0.547482314910872,0.45901539339528,0.428308336032984,0.488663566240106,0.323681432593914,0.289035868690658,0.357480233401862,0.315642887622971,0.280809270870096,0.349646036379409
0.535306800543747,0.507479102412927,0.562019026776349,0.455919637227001,0.4251180179347,0.485666546113495,0.358455364134359,0.324695354817438,0.391303149480396,0.324147818912494,0.289526651470349,0.357921933346448
0.540781782965197,0.513086496554001,0.56735221504866,0.407020086757738,0.374532460529142,0.438509578214226,0.368697038023087,0.33510198990691,0.401355756237201,0.246823318855484,0.210483826682137,0.282481643110234
0.534263065102705,0.506306065753645,0.561098203500074,0.420147898539191,0.388072934921009,0.451206316514769,0.35804471755759,0.324169278304294,0.391003093831676,0.302432271214059,0.267205717661528,0.336851609677253
0.535126192121221,0.507237002034997,0.561895728316179,0.461530263423392,0.43086275063071,0.491132968899856,0.36134079050485,0.327592388760519,0.39416831386556,0.298825602284606,0.263560798550302,0.333292746269428
0.534198954681429,0.506315427827899,0.560966623010887,0.41100190900362,0.378730016106268,0.442275560945073,0.327673386386562,0.29312311217407,0.361368940889709,0.271396183858446,0.235618904865254,0.306438837882049
0.54227821911435,0.514714646077253,0.568721976506837,0.408710090335036,0.376355624064014,0.440068883352913,0.331005711402326,0.296522664454095,0.364626811074421,0.252138307685851,0.2159846298517,0.287601545265335
0.526439551949215,0.498314308949386,0.553457968203971,0.439441620566032,0.408152844199378,0.469699205907564,0.319516575458996,0.284859561189748,0.353339349071606,0.27427890489783,0.238647303422888,0.309172983923547
0.538883233031436,0.511292366044545,0.565364387839268,0.427234520049623,0.39558699915052,0.457868667212558,0.344935958444304,0.310936548749722,0.378053680139395,0.303817668999104,0.268844315325179,0.337990954168109
0.54512825821631,0.517872678037803,0.571278228714775,0.460935992365136,0.430495068401517,0.490329525620754,0.360521058728524,0.327021782149151,0.393115421852524,0.307382107156673,0.272587456954295,0.341373790749983
0.535702086069223,0.508093244834658,0.562211180525125,0.477228535889867,0.447393824508531,0.506002249206932,0.346223227212381,0.312392109220502,0.379177215217716,0.346267939053249,0.312437953082158,0.379220712585705
0.52437502975702,0.496292079437866,0.55136173386741,0.472850337897972,0.442837093878283,0.501805074969732,0.328338602374035,0.294041279112872,0.361791451984425,0.332021274902698,0.29781259442022,0.365378334697829
0.55143593676665,0.524483293394508,0.577284490460433,0.446022159167696,0.415123408026668,0.475893109268574,0.370535286218062,0.337355582543107,0.402795519059614,0.31691229311402,0.282386038470715,0.350618581166912
0.54995331237652,0.522881998844211,0.575916358394058,0.4439507006737,0.412918266442438,0.473953515032411,0.362943650926179,0.329489631177316,0.395487484021734,0.347623279203332,0.313769805545825,0.380594070405293
0.567566725855496,0.541271595745754,0.592752838837853,0.464042155311783,0.433726019481119,0.49330886714116,0.345886179460409,0.312027249761149,0.378867614819056,0.347587263164693,0.313771490924554,0.38052240560648
0.539734028673424,0.512299289593252,0.566068299905232,0.432190311911842,0.400839739821713,0.462529872153975,0.336070052848654,0.301998879718016,0.369283767961724,0.299028141173823,0.264103070950899,0.333170055767576
0.596484991399095,0.571433927126999,0.620425440852069,0.487184948982891,0.457653455374994,0.51564273830551,0.37278169126303,0.339587642862451,0.40504831609802,0.333073494013756,0.298851305715292,0.366440107665841
0.548687730927851,0.52156378873106,0.574703754227444,0.439613836185416,0.408438524407811,0.46976472602127,0.322685756483974,0.288221705270194,0.356314887667117,0.263306463088021,0.22758542357685,0.298319795626526
0.559147293657469,0.532421112159324,0.584759785187579,0.504777603096735,0.475863368073198,0.532601920431829,0.350966845997126,0.31714739639585,0.38389480680769,0.316627241547324,0.281969471099117,0.350459748611934
0.54359868716166,0.516148299215259,0.569933482708211,0.48121116445357,0.451342186719415,0.510003060321338,0.356021446541587,0.322242778047471,0.388894688423257,0.309626363362044,0.274715750806108,0.343721729044598
0.555233527186411,0.528305532166572,0.581045671410198,0.446773630231635,0.415745902124085,0.47676257440714,0.366258098612248,0.332797148493753,0.39879790934641,0.315548335622713,0.280819322234101,0.34945209693878
0.557942549671773,0.531170449367359,0.583601605692307,0.522786691635188,0.494576190816254,0.549896806462306,0.364398143537289,0.330938347790026,0.396942808909872,0.393442883081142,0.360795765595301,0.425126976927364
0.54362051603175,0.516365493611703,0.569775372831561,0.453357517679368,0.422727886902852,0.482952587448354,0.334524663124862,0.300441543624038,0.367754549396335,0.315865398662937,0.281341255937902,0.349572905317597
0.566124410524567,0.539837754627732,0.591307995842566,0.457940311986726,0.427495244534367,0.487347787242123,0.342590255939421,0.30873827403495,0.375575419455443,0.30416068765703,0.269406679400609,0.338123468806171
0.567704723961046,0.541440684293369,0.592861809561893,0.475193245721306,0.445297399189655,0.504030763361165,0.349366631593317,0.315628288201884,0.382222738574359,0.313122429399059,0.278509565458505,0.346922984851667
0.559306232943227,0.532770165291239,0.584743501307118,0.438814978604989,0.407779158821524,0.468838011204083,0.352356750247741,0.318803201824562,0.385028249107531,0.289240074997958,0.254219827260256,0.323502838952002
0.587770309912436,0.562486492057724,0.611955857385699,0.475281652781271,0.445507882861469,0.504005269163147,0.378455551811134,0.34562461847471,0.410361085850299,0.332061195575814,0.298027609030987,0.365251626232702
0.58998568872348,0.564895636317336,0.613985821547636,0.512788935358146,0.484506524530938,0.540000462027591,0.360574239604183,0.327384485184051,0.392875338080265,0.340770069826537,0.307075889660837,0.37361101098084
0.620242527960996,0.596525202798475,0.6428775431043,0.517278319550135,0.48915794068202,0.54432441717251,0.408943351796773,0.377102908645948,0.439818287399957,0.347337225885449,0.313794384755089,0.380014187067195
0.57446057674912,0.548680440090405,0.599149268240596,0.486749896122766,0.457486997926335,0.51495965550652,0.354490425851417,0.321129980660605,0.386972197746029,0.302840795420441,0.268253109793418,0.336648720813473
0.583159669130306,0.557739329390612,0.607487059843311,0.485153844539238,0.455811192626954,0.513443124359064,0.338579375526308,0.304793411016214,0.371514277774332,0.301150938365896,0.266500744454573,0.335023705497373
0.547370899455538,0.520449473097937,0.573205224576114,0.49979575925144,0.471012021275458,0.527516351568534,0.287906478932691,0.253002684892339,0.322061774773214,0.306941119913321,0.272443259602072,0.340650835164864
0.566048667389086,0.539843552322003,0.591157675061305,0.477207325619215,0.447529949736555,0.505834739072189,0.345027798340235,0.31134499142935,0.377844767147504,0.3050065823694,0.27038208343307,0.338843101671637
