"input_x","density_x","input_x_simulated","density_x_simulated","input_y","density_y","input_y_simulated","density_y_simulated"
-0.0224463776209795,0.00270390969142365,-0.0252692544718521,0.00265541217322836,-0.0144470030577418,0.00504034275270149,-0.0137831142502258,0.00542332447919877
-0.0223494452649947,0.00421934456775874,-0.0251834630587134,0.00386929869885956,-0.0143840587167109,0.0086768661632343,-0.0137290620872576,0.00866850153705383
-0.0222525129090099,0.00645330361645085,-0.0250976716455748,0.00553539583197732,-0.0143211143756801,0.0143952314255256,-0.0136750099242894,0.0134941084695673
-0.022155580553025,0.00973760460106425,-0.0250118802324362,0.00777807009490071,-0.0142581700346493,0.0230330762153619,-0.0136209577613212,0.0206759857190671
-0.0220586481970402,0.0143042653032522,-0.0249260888192975,0.0107398824872383,-0.0141952256936184,0.0355687556607936,-0.0135669055983529,0.0309693752401863
-0.0219617158410554,0.0204659673620491,-0.0248402974061589,0.0145791342042297,-0.0141322813525876,0.0530443042721452,-0.0135128534353847,0.0450949304074665
-0.0218647834850706,0.0285347090918154,-0.0247545059930202,0.0195246472119718,-0.0140693370115567,0.0764663934790088,-0.0134588012724165,0.0638769743989782
-0.0217678511290858,0.0387898351465437,-0.0246687145798816,0.0258389155610835,-0.0140063926705259,0.107081821165843,-0.0134047491094483,0.088083156554005
-0.021670918773101,0.0514396805723175,-0.024582923166743,0.0335810685791584,-0.0139434483294951,0.144377236039924,-0.0133506969464801,0.118330920991827
-0.0215739864171161,0.0665804342250388,-0.0244971317536043,0.0428746373999692,-0.0138805039884642,0.187528319100044,-0.0132966447835119,0.154987020189516
-0.0214770540611313,0.0841572839134153,-0.0244113403404657,0.0537957964082557,-0.0138175596474334,0.234778067224591,-0.0132425926205436,0.198072713840795
-0.0213801217051465,0.103934005809908,-0.0243255489273271,0.06635747379918,-0.0137546153064026,0.28345720707224,-0.0131885404575754,0.247188925471556
-0.0212831893491617,0.125477734439591,-0.0242397575141884,0.0804947514782581,-0.0136916709653717,0.330173358760554,-0.0131344882946072,0.301475255474126
-0.0211862569931769,0.148171268066538,-0.0241539661010498,0.0960528606209747,-0.0136287266243409,0.371162768766964,-0.013080436131639,0.359614116602589
-0.0210893246371921,0.17112042939237,-0.0240681746879112,0.112779099899669,-0.01356578228331,0.402761124316162,-0.0130263839686708,0.419883830006338
-0.0209923922812072,0.193370023835567,-0.0239823832747725,0.130323280884601,-0.0135028379422792,0.421918444716819,-0.0129723318057026,0.479970123558551
-0.0208954599252224,0.214134469621563,-0.0238965918616339,0.148169150583281,-0.0134398936012484,0.426665225422646,-0.0129182796427344,0.537526842682619
-0.0207985275692376,0.232811021438399,-0.0238108004484953,0.165650294610531,-0.0133769492602175,0.416438143177099,-0.0128642274797661,0.590497538071739
-0.0207015952132528,0.249077000864766,-0.0237250090353566,0.182166632201701,-0.0133140049191867,0.392195459983307,-0.0128101753167979,0.637051295864407
-0.020604662857268,0.262958322038483,-0.023639217622218,0.197118443279378,-0.0132510605781558,0.35629226037287,-0.0127561231538297,0.675667626297237
-0.0205077305012832,0.274856053100552,-0.0235534262090794,0.209944786099339,-0.013188116237125,0.311841540160742,-0.0127020709908615,0.705176938019689
-0.0204107981452983,0.285522267184405,-0.0234676347959407,0.220162232629881,-0.0131251718960942,0.263805662299792,-0.0126480188278933,0.724763903589825
-0.0203138657893135,0.295982370568854,-0.0233818433828021,0.227401344748893,-0.0130622275550633,0.216060207155336,-0.0125939666649251,0.733947918383201
-0.0202169334333287,0.307408013818731,-0.0232960519696635,0.231438358942283,-0.0129992832140325,0.171892033380835,-0.0125399145019568,0.732558048462096
-0.0201200010773439,0.321017268931878,-0.0232102605565248,0.232219635472057,-0.0129363388730017,0.13387657587979,-0.0124858623389886,0.720719004202371
-0.0200230687213591,0.338036314584652,-0.0231244691433862,0.22957262921646,-0.0128733945319708,0.103878274966732,-0.0124318101760204,0.698859751467823
-0.0199261363653743,0.358629372742755,-0.0230386777302476,0.224226130425131,-0.01281045019094,0.0831925506387808,-0.0123777580130522,0.667234670288205
-0.0198292040093894,0.382608731156968,-0.0229528863171089,0.216816738911683,-0.0127475058499091,0.0727691667310885,-0.012323705850084,0.627548139800525
-0.0197322716534046,0.409239236448562,-0.0228670949039703,0.208026761299191,-0.0126845615088783,0.0734469797879819,-0.0122696536871158,0.581932596518061
-0.0196353392974198,0.43731365175353,-0.0227813034908316,0.198610394884406,-0.0126216171678475,0.0861329361366273,-0.0122156015241475,0.532594086631963
-0.019538406941435,0.465296349290471,-0.022695512077693,0.189345672629552,-0.0125586728268166,0.111872006873852,-0.0121615493611793,0.482096571128896
-0.0194414745854502,0.491515838096955,-0.0226097206645544,0.180984740785402,-0.0124957284857858,0.151777205062708,-0.0121074971982111,0.433232303303373
-0.0193445422294654,0.514380103026327,-0.0225239292514157,0.174205193139093,-0.012432784144755,0.206817358956277,-0.0120534450352429,0.388846538354512
-0.0192476098734805,0.53258535909288,-0.0224381378382771,0.169565128936396,-0.0123698398037241,0.278550151856553,-0.0119993928722747,0.351634441467707
-0.0191506775174957,0.545288873256576,-0.0223523464251385,0.167683329057816,-0.0123068954626933,0.36552333931508,-0.0119453407093065,0.323932523730315
-0.0190537451615109,0.552129163245859,-0.0222665550119998,0.168686773261859,-0.0122439511216624,0.46550741162905,-0.0118912885463383,0.307528597594295
-0.0189568128055261,0.553176564830894,-0.0221807635988612,0.172320156461235,-0.0121810067806316,0.57531559965397,-0.01183723638337,0.303513235101286
