"apolar_wx_est","apolar_wx_lower_95","apolar_wx_upper_95","apolar_wy_est","apolar_wy_lower_95","apolar_wy_upper_95","polar_wx_est","polar_wx_lower_95","polar_wx_upper_95","polar_wy_est","polar_wy_lower_95","polar_wy_upper_95"
0.662682219033092,0.642332689630412,0.712584305611378,0.577270837308063,0.532568195282676,0.619435368878295,0.65292735300154,0.603605335974131,0.71928618723895,0.568655144241556,0.518751501860162,0.616105187059667
0.666155021500721,0.626644927802539,0.707956960917325,0.558176994306536,0.520058579809197,0.58804229739227,0.756085316266772,0.678891463800336,0.84114978426125,0.587482875211908,0.53266451429148,0.65244115769104
0.626440855982074,0.59077129594242,0.658654266659328,0.51882034667055,0.484446771414862,0.547575933984636,0.704392951693715,0.631786450733235,0.775631479188369,0.465494329439179,0.426891764947491,0.50646295249204
0.631782538796011,0.600057745768638,0.658300475021217,0.509968465789401,0.488510630383274,0.547890866955424,0.656598609567807,0.58113278977795,0.716230980930781,0.581299598388731,0.521111716612525,0.646490504121582
0.642976586508306,0.618791104574652,0.675333557538545,0.513843558644886,0.46911318882774,0.554635401813511,0.679815981454423,0.627691265560344,0.738654952664272,0.524655922214084,0.481641253736638,0.574183936758696
0.653633247204494,0.623793885526572,0.677198814689484,0.570892594681173,0.533819593351421,0.610298573036794,0.623280874536195,0.541180238782447,0.682028396829713,0.534868791857016,0.466633696876267,0.589618239325543
0.653361408133284,0.621441190652863,0.682640884475559,0.502451353517762,0.471453684544013,0.550220620567198,0.665470777268125,0.613673558285969,0.720300972561818,0.434297503851875,0.369071815352336,0.490838418844807
0.642648361645838,0.605374813873868,0.684468601908338,0.548483279290249,0.520919126109694,0.577190437892182,0.685033796201734,0.60593588313922,0.750377410213991,0.493835990170357,0.447484385839213,0.555339618469118
0.675323984196724,0.642141128865299,0.713370865045115,0.490031518613475,0.455234477380249,0.515595264684146,0.685188022570946,0.60815926692926,0.746696945398997,0.497535436605515,0.432968677955226,0.540902392085302
0.609520624803538,0.588238335687218,0.637352897731053,0.611821849125112,0.577764262485439,0.640888957418022,0.659370787576262,0.584523247562065,0.689392572919887,0.611158338620334,0.580096490596876,0.655849615252618
0.684741434018644,0.64760395623401,0.711294561633868,0.633087677916346,0.599567619114006,0.668604459166324,0.699814849259563,0.63658670736067,0.774773742791883,0.669094041222704,0.621918950029931,0.729500003523212
0.638979791677515,0.5974688073449,0.662536457183695,0.593329270050801,0.565217012858595,0.637366838501351,0.628869300336704,0.537166070481626,0.686164514763428,0.62166192119722,0.565525060449792,0.669885227164625
0.657549834028961,0.624498651068929,0.690678165022142,0.556499142251839,0.525419312013932,0.58109209042379,0.701779477581445,0.633576557031094,0.763603125161931,0.54198984769954,0.502091364855272,0.597144069471149
0.646152768113153,0.620843197057835,0.681830072133049,0.580254816964553,0.55091670199971,0.614868058824996,0.710144756798089,0.641582654984698,0.765624580101227,0.630171929816521,0.575869342770845,0.679493942774924
0.65313284462884,0.618945053476011,0.681336468039296,0.591453127747626,0.554880197389596,0.6149436701375,0.659483641667125,0.605104925251365,0.704904848315766,0.631371690292837,0.58982409076832,0.709476131262382
0.671259739220346,0.644688435370827,0.698591350062364,0.585959543458035,0.548546811945888,0.607055266771177,0.628337569032662,0.560369900668352,0.695383713433265,0.564532259244278,0.505261980710391,0.601955954566039
0.669590623589199,0.643196269515808,0.703441455382384,0.616785718569126,0.564537843668812,0.657838682687636,0.684578751400361,0.606814769570297,0.752566521850536,0.633379795927705,0.58175433130779,0.69060964382419
0.617075752793114,0.593177680293699,0.645861747589094,0.58131119251442,0.554861306823758,0.623982184367174,0.657741845358665,0.590175106373076,0.742110536700806,0.497479696445858,0.436735428514325,0.564612034881933
0.703181566959023,0.673668530963363,0.74345810601831,0.621355602489996,0.600240740747065,0.657582111491477,0.792214034153387,0.719399379737327,0.872466836871274,0.600380228391076,0.557221511447721,0.671939842177757
0.68008204163662,0.631732060505595,0.709081336934367,0.560068062262368,0.531031827303078,0.590260044533482,0.68008204163662,0.604802200774871,0.722447376682064,0.558748365232953,0.509866292732727,0.621435324994748
0.695876168587442,0.655650750853078,0.731895329040979,0.539309271557168,0.506299536673395,0.562371904423882,0.723963023180093,0.662573465200359,0.775321078389591,0.573496797296844,0.527724921378913,0.617415650184807
0.600563037761879,0.56745678279777,0.633323988402706,0.618177466594015,0.590892100228934,0.65335732007957,0.669823955616878,0.596829686932341,0.715883092152704,0.658904476510157,0.600808736943387,0.702194782861908
0.635515889698195,0.599985706895745,0.672919070812467,0.550373179893224,0.528112863628364,0.581842057588969,0.663663444680765,0.610295046298549,0.735985992491197,0.554435489259034,0.51295888094454,0.625129854603925
0.681741332598802,0.638940302162199,0.723938019957808,0.562653478583112,0.541218153153867,0.587964005367123,0.68726392440289,0.623114673455967,0.758324782806557,0.58658082497886,0.543934983642121,0.652524280145448
0.676560525848988,0.641759594287372,0.708672626003959,0.544935015350995,0.511773878033817,0.572346615388482,0.705451420083787,0.633312082357407,0.775158949149525,0.494605797220878,0.437655024596969,0.535618486424311
0.673795775056768,0.648329217550529,0.69680718660293,0.544999122128433,0.519810792810923,0.567242526649242,0.714353294481736,0.643447294489908,0.771445584139765,0.516420810456403,0.460911539751171,0.553404184261627
0.679150981904698,0.649795136024139,0.708952830704973,0.610045238860128,0.585284996701801,0.645484527316515,0.745694313065079,0.679402152658479,0.792174047516279,0.629138927995432,0.561448020592702,0.680324569044596
0.714206152229446,0.683897066307148,0.75081899180524,0.635844082463653,0.60801676397949,0.660768679466634,0.715940321112947,0.652758868959827,0.756350127780319,0.620324997577373,0.576673470261672,0.650982852743676
0.71516911698633,0.687968978654486,0.739487137914022,0.673832308487595,0.634158407871798,0.709059480723907,0.786584517311444,0.726032414422183,0.849201329224153,0.658662081122163,0.607158862435505,0.729821825805198
0.631195440844417,0.59863033193034,0.656122162324865,0.584108915453166,0.559327311171524,0.607825328768621,0.665729445489565,0.612189357992516,0.709736840346387,0.593284792180824,0.533219962664502,0.649436998950011
0.651880730159734,0.622266645116368,0.684759508746344,0.591243157318477,0.570958576427958,0.612670209294966,0.643674965116685,0.599846917904105,0.705482640338055,0.579718084635127,0.532015264021583,0.630634187240631
0.673659296306736,0.652668781534466,0.70827656737053,0.617249105117845,0.594563966783892,0.646454767420733,0.584648232826118,0.51659215010713,0.657101670284366,0.621696009121,0.566145891962153,0.65907288058584
0.682789914151728,0.646436060185584,0.714282553470779,0.596554656493411,0.56622481549273,0.62259752269023,0.676745604955906,0.609517019958889,0.755735605452636,0.576653445752413,0.508581253012837,0.629626487394411
0.724352028888996,0.684144234561291,0.754187341889516,0.614398191005675,0.594807675556967,0.636341866725149,0.774653732559998,0.671677831818643,0.829976427245368,0.622377332883553,0.588167705544155,0.66479782177021
0.672182169623878,0.638293986984783,0.710475231831377,0.542223492617947,0.508566856173876,0.57535321987722,0.718682517234005,0.66096926475542,0.793463196165232,0.521225582152604,0.473954097270366,0.564823673243033
0.687521218658403,0.666243792632097,0.71826614195193,0.633326197284262,0.614115353754252,0.665305591968966,0.703551270342388,0.666345697760243,0.753074064508534,0.656240029401504,0.602436213710168,0.702536280391705
0.676209373605732,0.647492419016687,0.707916063473071,0.568203488761504,0.539275576233737,0.60524329939928,0.683809215421315,0.6322062918788,0.750272158531744,0.512486423891074,0.472197708551963,0.567489994384813
0.732452916972643,0.692840142033786,0.766499398240775,0.631555308130904,0.605328832632386,0.664508396159138,0.713037871862749,0.644678580387908,0.772474750483059,0.622752885026024,0.574830840070903,0.65866172630735
0.705943121637096,0.664061671099159,0.72978623148987,0.594657407159353,0.564894773379352,0.621067805981194,0.677566321785542,0.611410778308168,0.724453192970722,0.503140838536049,0.447798921111003,0.557942431732993
0.730068383879582,0.698893876366943,0.75803843717278,0.599544008510296,0.564913773095238,0.625248321996534,0.760665875301246,0.713967555417678,0.819514967516157,0.619175291189043,0.571404381112052,0.66169709091979
0.714317026237318,0.676745641987476,0.750428123447662,0.51054877748196,0.483910134821961,0.541846326137293,0.723747386743854,0.678922039238332,0.773537844588092,0.52465658407739,0.478935128517911,0.586979832393043
0.703191883382904,0.671054044214612,0.72871972695175,0.560890177970009,0.540012701628964,0.578812033429188,0.704760922439264,0.639070706560206,0.741775965563759,0.514611648606371,0.445837644512232,0.554477941354398
0.753650600811457,0.72655091358662,0.774068630650772,0.654166993448748,0.629111555171949,0.678542657435265,0.881062344917217,0.805784139939587,0.949503582577227,0.692167090635158,0.659405053444709,0.737194907734107
