"vel_x","vel_y","vel_x_end","vel_y_end","pos_x","pos_y","theta","theta_0_pi","theta_end","theta_end_0_pi","apolar_mean_x","apolar_mean_y","polar_mean_x","polar_mean_y"
0.01095192,0.000578347,0.0112336,8.42e-05,2026.634,1942.998,0.0527588123598804,0.0527588123598804,0.00749523066971802,0.00749523066971802,0.00517449525,0.000744184,0.00207897671428571,-0.000102859571428571
0.00615181,0.003739254,-0.002134216,-0.00029834,229.885,2083.034,0.546156890650906,0.546156890650906,-3.00270362542893,0.138889028160861,0.00480927866666667,0.00317729633333333,-0.000702829,-0.000129378
-0.005370125,-0.001714207,-0.002050048,0.00056418,1968.355,1899.1,-2.83260490323648,0.308987750353317,2.87303743467212,2.87303743467212,-0.003624529,-0.001447256,0.000848213833333334,-0.000131114166666667
0.001928378,0.001070858,0.001719207,0.002042548,1930.83,1938.758,0.506914970421326,0.506914970421326,0.871142239052896,0.871142239052896,0.0040921785,0.0008891875,-0.0021483834,-3.7001e-05
-0.004112596,0.00026834,-0.003153407,0.001357532,1230.929,1916.104,3.0764366877322,3.0764366877322,2.73507529401694,2.73507529401694,-0.004094679,-0.0017554575,0.00339785722222222,0.00241163033333333
0.002206718,0.01503952,-0.004227599,0.003043404,908.882,1816.327,1.42510794993335,1.42510794993335,2.51764239870115,2.51764239870115,0.003689982125,0.00369248225,0.003689982125,0.00369248225
0.001060858,0.004022594,0.00115336,0.00230172,2898.297,1917.476,1.31294245031539,1.31294245031539,1.10628017993578,1.10628017993578,0.002637006,0.0040745395,-6.18228181818184e-05,0.00154996036363636
0.009089379,0.00527179,0.006680989,0.002085049,1298.501,1918.122,0.525579692133198,0.525579692133198,0.302508456889032,0.302508456889032,0.0043191008,0.00285565,0.00263326653846154,0.00181709369230769
-0.007221002,0.000320841,-0.009251883,0.00028084,2097.29,1981.156,3.09719021220336,3.09719021220336,3.11124706983646,3.11124706983646,-0.007221002,0.000320841,0.00117211075,0.000815019
-0.000785018,-0.001435033,-0.002131716,-0.006093476,120.242,1953.388,-2.07136282954769,1.0702298240421,-1.90732485057718,1.23426780301262,-0.0002654225,-0.0012387785,0.002063104,0.00223408016666667
0.007048498,0.004374269,0.001452534,0.00385759,1318.135,1986.158,0.555426055751129,0.555426055751129,1.21067687076462,1.21067687076462,0.0052771232,0.002933902,0.0026314155,0.0011743985
0.001085859,0.001920045,0.006656822,0.006952662,1053.757,2018.31,1.05610183116645,1.05610183116645,0.807132522711317,0.807132522711317,0.001085859,0.001920045,0.001085859,0.001920045
0.00227422,-0.002505058,0.002081715,-0.000676683,1412.497,1910.728,-0.83366042101001,2.30793223257978,-0.314286479802862,2.82730617378693,0.00324757114285714,-0.000783946571428571,0.003094443125,-0.0004039675
0.002621728,0.003226742,-0.003990926,-0.000100002,2558.24,1932.909,0.88847974858574,0.88847974858574,-3.11654055328812,0.0250521003016742,0.000236116666666667,0.00212004933333333,-0.00171649825,0.00234817975
0.006346815,0.002636728,0.009753561,0.005640965,1101.821,1870.952,0.39374642187369,0.39374642187369,0.524347710988202,0.524347710988202,0.0096689775,0.004196348,0.00195463075,0.00157066175
8.83e-05,-0.005794302,0.0172204,0.008141023,1478.275,1918.565,-1.55555839725029,1.5860342563395,0.441614683030882,0.441614683030882,0.000727035142857143,-0.002036714,0.0007565138,-0.0012370288
0.00056668,-0.000880854,-0.001350032,0.001566703,1996.689,1983.231,-0.999124176565031,2.14246847702476,2.28204522382389,2.28204522382389,0.00330841,0.000124378,0.00129502983333333,5.43068333333333e-05
0.000197505,-0.003754254,-0.003280077,-0.005093452,315.98,2015.839,-1.51823645879097,1.62335619479882,-2.14292732800177,0.998665325588028,-0.00059626375,-0.002411306,4.03343999999999e-05,-0.001825209
0.005322624,0.000877521,0.002370055,0.001891711,665.026,2072.143,0.163396400061208,0.163396400061208,0.673625174688241,0.673625174688241,0.00667209833333333,-0.002497558,0.00667209833333333,-0.002497558
0.005022617,0.000640848,0.002333388,0.000491678,2785.78,2011.211,0.126906739318838,0.126906739318838,0.207676135828039,0.207676135828039,0.003545916,0.0014129495,0.00229533133333333,0.000944743
-0.005095952,-0.000408343,-0.00644765,-1.42e-05,1937.546,1966.052,-3.06163264458297,0.0799600090068182,-3.13939030435531,0.00220234923448182,-0.006308758,-0.00065446,-0.00169587283333333,-0.000177643166666667
-0.007574343,0.003032571,-0.003810089,0.002434223,2575.463,1985.951,2.76076379097263,2.76076379097263,2.57306820422773,2.57306820422773,-0.00400176,0.002446307,-0.00179393066666667,0.002706452
-0.007435173,-0.01236946,-0.004598441,-0.007286003,802.97,2032.618,-2.11201776081334,1.02957489277645,-2.1337941373054,1.00779851628439,-0.00590736,-0.00912215966666667,-0.00590736,-0.00912215966666667
-0.001309197,-0.001354198,-0.000419176,0.000286673,962.357,1879.588,-2.33929999333288,0.802292660256917,2.54175636372469,2.54175636372469,-0.001309197,-0.001354198,0.00886666525,0.001345448
-0.001486701,-0.001907545,-0.001967546,-0.004930948,1551.462,2037.35,-2.23283656466963,0.908756088920168,-1.95045743856101,1.19113521502878,-0.003022779,-0.00352070725,6.12051111111111e-05,-0.000646311555555556
0.000704183,-0.000804185,0.005938472,0.000555013,349.041,2049.429,-0.851599426926675,2.28999322666312,0.093189868768856,0.093189868768856,0.0006190144,-0.001269196,0.0006190144,-0.001269196
4.08e-05,0.000299174,0.003275076,0.000866687,2668.432,1963.648,1.43525697836021,1.43525697836021,0.258701015281888,0.258701015281888,4.08e-05,0.000299174,6.499e-05,1.11103333333333e-05
0.002586727,0.000519179,0.000345008,0.002133383,290.461,2082.029,0.198077052850579,0.198077052850579,1.41046568175813,1.41046568175813,0.00314757333333333,0.001151416,-0.000127145857142857,-0.00107669157142857
-0.001350032,-0.001201695,0.000165004,-0.001042524,1576.454,1978.367,-2.41426114260944,0.72733151098035,-1.41382484869553,1.72776780489426,-0.00366036333333333,-0.00413370766666667,0.000835019,-0.001625038
-0.001367532,-0.001105859,-0.001298364,-4.17e-05,1960.094,2037.79,-2.46159765300803,0.679995000581765,-3.10948634850958,0.0321063050802137,-0.000389453666666667,-0.000583347,-0.000389453666666667,-0.000583347
-0.001110026,-0.001681706,-0.003615084,-0.003481748,1492.444,1991.679,-2.15421076983244,0.987381883757349,-2.37498038148034,0.766612272109449,-0.0028445734,-0.0037644212,-0.001132322375,-0.002009942875
-0.000367509,0.000236672,0.000313341,-0.000245839,2002.141,2009.196,2.5694542308847,2.5694542308847,-0.665263413510631,2.47632924007916,-0.0008675205,-0.0004345935,0.00244588975,-0.0002929235
0.008118523,0.003678419,0.005820136,0.005033451,1684.817,2031.718,0.425420334826304,0.425420334826304,0.713043126359953,0.713043126359953,0.0084831145,0.000789185,0.0084831145,0.000789185
0.002895068,0.002393389,0.003361745,0.003620918,1499.402,2052.361,0.690818174376586,0.690818174376586,0.822497774554976,0.822497774554976,0.0025283924,0.001653205,0.00143503357142857,0.000668110571428572
0.005060951,0.002615061,0.004055095,0.000945022,1022.777,1926.921,0.476928722662363,0.476928722662363,0.228959028124975,0.228959028124975,0.005060951,0.002615061,0.005060951,0.002615061
-0.00069335,-0.001328364,0.007273503,0.01000273,292.722,2093.331,-2.05185550196889,1.08973715162091,0.942079146038195,0.942079146038195,-0.00245651575,-0.002010255,-0.000181254333333333,-0.000630431166666667
0.01022524,-0.000503345,0.00640765,0.000355842,2737.355,89.874,-0.0491860363187851,3.09240661727101,0.0554769482948577,0.0554769482948577,0.0089718765,0.0012804465,-0.00160957444444444,-0.00165874244444444
-0.007703513,-0.001141693,-0.002038381,0.000106669,1162.643,82.525,-2.99445944822507,0.147133205364723,3.08931008706831,3.08931008706831,-0.005465961,-0.001558786,-0.000350286,-0.000248339
0.002971736,0.00070835,0.006294314,0.000458344,1920.305,148.804,0.233995954987502,0.233995954987502,0.0726904368381825,0.0726904368381825,0.00199587985714286,-0.000734183857142857,-0.00101726984615385,-0.00163349976923077
0.001113359,-0.00214755,-0.001402533,-0.000209172,3369.624,62.264,-1.09251195223797,2.04908070135183,-2.9935451233741,0.14804753021569,0.0054347932,-0.0006140144,0.00184374655555556,-0.000383805333333333
0.0100519,0.002340888,0.008953542,0.000535846,3408.898,52.831,0.228802108123613,0.228802108123613,0.0597760778105359,0.0597760778105359,0.00640306566666667,-0.000723489,0.004548751625,-0.000495115625
0.002410056,0.000916688,-0.000831686,5.83e-05,1471.018,108.765,0.363461221364338,0.363461221364338,3.07160856241616,3.07160856241616,0.000612931,0.002192343,-0.000594076375,0.0010143945
0.001120026,0.002612561,0.000975856,0.000500845,584.769,170.156,1.16578910262125,1.16578910262125,0.474180715712309,0.474180715712309,0.00195171225,0.0057651345,-0.001432220375,0.001356698375
0.004115929,-0.001657539,0.005452627,-0.001198361,2346.619,121.295,-0.382843164961543,2.75874948862825,-0.216337414272228,2.92525523931757,0.00678224133333333,-0.001345587,0.000924566636363636,0.00116199718181818
0.006673489,8.08e-05,0.006520152,0.000777518,1364.195,115.088,0.0121070180945021,0.0121070180945021,0.118687975981536,0.118687975981536,0.0052992905,0.0007675005,-5.34272222222221e-05,-0.000617148
0.001220862,0.003349245,0.000500012,0.001517535,478.055,188.749,1.22124636857862,1.22124636857862,1.25250911229414,1.25250911229414,0.001236487125,0.001967025,0.000197428818181818,0.000617438545454545
-0.003388412,-0.000423343,-0.002120883,-0.000208338,1790.619,129.932,-3.01729824608563,0.124294407504159,-3.04367507115929,0.0979175824305054,-0.00646634085714286,-0.000215005,-0.00478251855555556,9.97245555555556e-05
-0.002458391,0.000610014,-0.003358412,0.001290863,1736.985,166.903,2.89836961302471,2.89836961302471,2.77463514796335,2.77463514796335,-0.003369523,0.000536957,-0.00114335983333333,0.0009559945
-0.00326841,0.006162644,-6.5e-05,0.001910045,1601.979,193.09,2.05843466659834,2.05843466659834,1.60481381100715,1.60481381100715,-0.00202773644444444,0.00127290022222222,-0.000883832642857143,0.000221791
0.001284197,0.000454177,-0.001933378,-0.001020024,3570.198,118.646,0.339937130373268,0.339937130373268,-2.65612023090348,0.485472422686315,0.00367091933333333,-0.000792240666666667,-0.000301673666666666,-0.000497048777777778
-0.000213338,-0.001176694,-0.00071335,0.000955856,1581.482,143.093,-1.75015096011033,1.39144169347946,2.21192164366833,2.21192164366833,-4.16671428571436e-06,-0.00117288928571429,-0.000371325333333333,0.000725153
0.01753624,-0.007281003,0.02093799,-0.007594344,810.164,151.236,-0.393538632380661,2.74805402120913,-0.347949446847953,2.79364320674184,0.00837547233333333,-0.00336618966666667,0.0046882756,-0.001530369
-0.000662516,0.001106692,0.005899304,0.00441927,1659.133,184.075,2.11021915248171,2.11021915248171,0.642935867087,0.642935867087,-0.00153003571428571,0.00237517442857143,-0.000348720181818182,0.00102509963636364
-0.003252576,-0.001474201,-0.000920022,0.000597514,239.619,163.555,-2.7160467292823,0.425545924307497,2.56559980661764,2.56559980661764,-0.00305021,-0.000966828166666667,-0.00235005471428571,-0.00101442842857143
0.002045881,-0.002255886,0.0014217,-0.000651682,740.002,278.539,-0.834177748217678,2.30741490537212,-0.429802676970188,2.7117899766196,0.0038689234,-0.002322221,0.0038689234,-0.002322221
0.000436677,-0.000968356,-0.001684206,0.000480011,773.554,102.033,-1.14715535389314,1.99443729969665,2.863946747465,2.863946747465,0.0089864585,-0.0041246795,0.00556179566666667,-0.00230255366666667
-0.002690063,-0.000731684,0.001263363,-0.001510035,3245.445,119.598,-2.87602219918032,0.265570454409477,-0.874106895421811,2.26748575816798,-0.0041124292,-0.0014363668,-0.001010231875,-0.001335343625
0.005356792,0.006995997,0.006005973,-0.000721684,1975.515,332.121,0.917326569894017,0.917326569894017,-0.119587683190663,3.02200497039913,0.008093521,0.00214255,-0.0005675134,0.0001275032
-0.005796802,-0.002404223,-0.009006877,-0.001776708,3405.363,183.901,-2.74843587324808,0.393156780341709,-2.94683186910387,0.194760784485922,-0.003269659625,-0.001283884375,-0.0016027041,-0.0008954377
-0.003540916,-0.001332531,-0.005494295,-0.002580894,422.197,214.23,-2.78166188819703,0.359930765392761,-2.7024441687256,0.439148484864198,-0.00363814033333333,0.000425565333333333,-0.000107224666666666,0.00134132755555556
0.002507559,0.001554203,-0.000750851,0.000957522,366.538,175.677,0.554856413875707,0.554856413875707,2.23580418352318,2.23580418352318,0.00195373628571429,0.001190623,0.00126690475,0.00087522875
-0.000155837,0.00071085,-0.004968449,0.000595014,1475.673,135.548,1.78660850977309,1.78660850977309,3.02240180604908,3.02240180604908,-0.000589319333333333,0.00139988816666667,-0.000494733777777778,0.000560564888888889
0.00173254,-0.000171671,-5.75e-05,-0.001152527,1295.524,218.918,-0.0987639298846797,3.04282872370511,-1.62064536663941,1.52094728695039,0.00508206333333333,0.00217671733333333,0.002303554,0.0006034306
0.003677586,-0.001164194,0.007253503,0.003348411,2523.402,172.372,-0.306583665651485,2.83500898793831,0.432480555452878,0.432480555452878,0.005095119,-9.58353333333333e-05,-0.000950498285714286,-0.000975022571428571
-0.005247622,0.001047524,-0.003015904,0.003231742,923.535,380.35,2.94456366024711,2.94456366024711,2.32166113254455,2.32166113254455,-0.0030788215,-8.33349999999997e-06,0.00037396725,0.00184420975
0.000454177,0.000265006,0.000192505,0.000381676,2442.524,160.652,0.528188477319938,0.528188477319938,1.10366076250403,1.10366076250403,0.00563632242857143,0.001455034,0.00368943822222222,0.00118669444444444
-0.007010164,-0.000182504,-0.009169381,-0.001295864,2645.592,196.8,-3.11556433467017,0.0260283189196229,-3.00119728846329,0.1403953651265,-0.00557151883333333,-5.74959999999999e-05,-0.00415950171428571,0.000253105714285714
-0.003072572,-0.000955022,-0.000245006,-0.002452557,1557.33,218.768,-2.84023751554062,0.301355138049171,-1.67036417420217,1.47122847938762,-0.002772287,-0.000188893222222222,-0.00217081145454545,-7.26530909090909e-05
0.000966689,0.001562536,0.00257006,-0.000625848,235.8,253.36,1.01676425899832,1.01676425899832,-0.238865823251765,2.90272683033803,0.0019112945,8.54185e-05,0.000896091857142857,-0.000268701428571429
-0.004965116,-0.00087252,-0.005131786,-0.000249173,153.855,147.626,-2.96763873467814,0.173953918911655,-3.09307592625,0.0485167273397891,-0.0045298975,-0.0012983635,-0.0031465736,-0.0010970256
0.000745851,-0.000863354,0.006448484,-0.0028409,1901.632,164.033,-0.858288087770679,2.28330456581911,-0.414970217964873,2.72662243562492,0.00137395557142857,-0.00204611928571429,-0.00134101909090909,-0.00167693318181818
0.001880044,0.000255839,0.001805875,0.001182528,1314.819,248.449,0.135250609321016,0.135250609321016,0.579758073653933,0.579758073653933,0.00452391528571429,0.001876472,0.0025798937,0.0009543553
0.002482558,0.001517535,-0.00314674,0.001315031,1080.292,298.852,0.548671463882437,0.548671463882437,2.74574884654981,2.74574884654981,0.0057904475,0.00292610975,0.00511836011111111,0.00249403944444444
-0.000301674,-0.001948379,-0.000757518,-0.000923355,1564.107,161.436,-1.72440985876472,1.41718279482508,-2.25785152611594,0.883741127473856,-0.001446700375,-0.0010585705,-0.00133537833333333,0.000605705833333333
-0.00928605,-0.002680063,-0.008351028,0.000764185,2579.851,205.456,-2.86061627595713,0.280976377632662,3.05033890187344,3.05033890187344,-0.00580299242857143,-0.001232286,-0.004617920125,-0.0012237745
-0.006900161,-0.001541703,-0.003927592,-0.00084502,1503.33,241.058,-2.92177305750887,0.219819596080925,-2.929673470646,0.211919182943798,-0.002933124,-0.00126072383333333,-0.00140494022222222,-0.00118984255555556
0.004586774,0.000375842,0.002621728,4.33e-05,2410.171,190.016,0.0817577255415366,0.0817577255415366,0.0165143232357864,0.0165143232357864,0.00556485233333333,0.00123725116666667,0.00292164244444444,0.000945296333333333
0.007718513,0.003064238,0.005948472,0.001895878,2793.591,132.965,0.377916192752617,0.377916192752617,0.308538511523626,0.308538511523626,0.0070173312,0.004338602,0.0026458121,0.0019137116
0.001473368,0.000724184,0.004135096,0.001258363,316.811,203.531,0.456837432393509,0.456837432393509,0.295408859315231,0.295408859315231,0.00178809766666667,0.000812241333333333,-0.00032125725,0.0004075095
-0.001502535,-0.001030857,-0.002388389,-0.000393343,2548.619,261.787,-2.54027119218997,0.601321461399818,-2.97836815347376,0.163224500116034,-0.00458899583333333,-0.00134836466666667,-0.00235246222222222,-0.000582235777777778
-0.000405843,7.08e-05,0.000120003,-0.000172504,3289.251,204.167,2.96887904696772,2.96887904696772,-0.96299348144423,2.17859917214556,-0.0018981,-0.000361131333333333,0.0009830785,-0.000491545166666667
-0.005035117,-0.000781685,-0.004170097,-0.001510869,2611.627,214.953,-2.98757550824552,0.154017145344269,-2.7939933635306,0.347599290059194,-0.006198061125,-0.001119292875,-0.006198061125,-0.001119292875
0.006474318,0.000438344,0.01295697,0.000667516,2465.448,180.093,0.067601877205836,0.067601877205836,0.0514724035301558,0.0514724035301558,0.00527559971428571,0.000981213428571429,0.00340887611111111,0.000818167333333333
-0.003309244,-0.000755851,-0.003885924,0.002282553,2765.291,268.573,-2.91703875886934,0.224553894720454,2.61049679373307,2.61049679373307,-0.00352299883333333,-0.001498785,-0.000671599,0.0005869303
-0.000612514,-0.000348342,0.000540013,-4.5e-05,2840.091,106.748,-2.62449935634984,0.517093297239952,-0.0831392395989082,3.05845341399088,-0.0015470362,-0.0006131812,0.00150188688888889,0.000606032444444444
0.002112549,0.000501678,-0.000690016,5.17e-05,1132.368,101.526,0.233156326363495,0.233156326363495,3.06680659241818,3.06680659241818,0.00126544625,0.00028979825,-0.0006120975,-0.000105974833333333
0.001226695,0.001668372,0.001388366,0.001078358,450.695,210.348,0.936792716427065,0.936792716427065,0.660377626486945,0.660377626486945,0.001559098875,0.00188650225,0.0003565083,0.0013877823
-0.005635131,-0.002740897,-0.009646892,-0.001950046,3186.146,136.053,-2.68888852747626,0.45270412611353,-2.94213793520313,0.199454718386667,-0.00429760025,-0.001885044,-0.003415913,-0.0015285356
-0.007363505,-0.002990903,-0.0112536,-0.004000093,2627.949,277.094,-2.75577070607152,0.38582194751827,-2.80007080553805,0.341521848051747,-0.0052657894,-0.0008813544,-0.00113937833333333,-5.96313333333333e-05
0.00326841,0.000953356,0.000952522,0.002156717,1883.49,237.311,0.283813776640275,0.283813776640275,1.15490484130111,1.15490484130111,0.00396905125,-0.000887312,-0.00196391714285714,0.000873829928571429
-0.002223385,-0.000749184,-0.006051808,-0.001154194,2688.932,277.619,-2.81658481245508,0.325007841134717,-2.95313697297364,0.188455680616149,-0.00456031475,-0.00111232625,9.7502375e-05,0.000445839375
0.000683349,0.007764348,0.002081715,0.004494272,653.497,276.32,1.48301139527145,1.48301139527145,1.13702548538155,1.13702548538155,-0.000990301,0.00421287633333333,0.0013796155,0.00198983825
0.004916781,0.002259219,-0.002338388,-4.08e-05,1064.595,305.278,0.430718953827082,0.430718953827082,-3.1241465067097,0.017446146880093,0.004216765,0.0025497815,0.00357746442857143,0.00204802371428571
-0.00587097,-0.001167527,-0.006249312,-0.000311674,2564.693,233.798,-2.94528924284567,0.196303410744124,-3.09176061272413,0.0498320408656618,-0.00538619685714286,-0.00128073957142857,-0.00327303911111111,-0.000881128111111111
0.005345125,0.001174194,0.008404363,0.002800065,2823.592,218.088,0.216240941876138,0.216240941876138,0.321601767153005,0.321601767153005,0.00437746316666667,0.00225477466666667,0.00155679555555556,0.00106261733333333
0.002805065,0.001365032,0.005464294,0.003279243,3512.159,270.464,0.452895441565616,0.452895441565616,0.540509195422276,0.540509195422276,0.0014383825,0.0009200215,-0.0007726784,0.0004331768
-0.002006713,0.002490891,-0.001183361,0.002782565,434.852,234.46,2.24895505517014,2.24895505517014,1.97290160413295,1.97290160413295,-0.00122683416666667,0.00130891933333333,-0.000987046857142857,0.00114133614285714
-0.003439247,-0.001886711,-0.003370912,-0.001610871,3368.214,225.272,-2.63983832261044,0.501754330979352,-2.69580205292546,0.445790600664328,-0.00292863985714286,-0.00139824714285714,-0.000809926333333333,-0.000402602111111111
0.005717633,0.003780088,0.006514319,0.00444177,2799.63,224.681,0.584158422601719,0.584158422601719,0.59843868469968,0.59843868469968,0.00526857557142857,0.00404914257142857,0.00121092584615385,0.00148856061538462
-0.001847543,-0.002171717,0.00341258,-0.000508345,2309.568,243.687,-2.27571355926459,0.865879094325206,-0.147874708401394,2.9937179451884,-0.005224497,-0.001866085,-0.00058636775,7.0106e-05
0.001838376,-0.000912521,0.005079285,0.001345865,1443.045,245.972,-0.460742146092112,2.68085050749768,0.25901895958646,0.25901895958646,0.00179004166666667,-0.000458344,0.0009210214,-0.0005666799
-0.002153384,0.004377602,-0.000955022,0.01078609,936.153,262.725,2.02795061104402,2.02795061104402,1.6591080303898,1.6591080303898,-0.0019465456,0.0059526398,-0.000811130166666667,0.00376147733333333
0.005349291,-8.83e-05,0.003071738,-0.000985023,96.351,309.387,-0.0165053614434046,3.12508729214639,-0.310313181651048,2.83127947193875,0.002853122,7.53333333333333e-06,-0.000340484285714286,-0.000102488285714286
0.00127253,-0.000413343,0.001855043,0.000575013,290.493,288.748,-0.314068948298287,2.82752370529151,0.300580917141443,0.300580917141443,0.0022227184,0.001135193,0.000169540888888889,0.000806218777777778
-0.01037024,-0.00558263,-0.009732727,0.003522582,1971.215,343.548,-2.64775186461186,0.49384078897793,2.79432809137897,2.79432809137897,-0.007721846,-0.002659645,0.0001858375,-0.0002585475
0.000418343,0.000943355,-0.002084215,0.00100169,3120.721,319.227,1.15339188634837,1.15339188634837,2.69357880437512,2.69357880437512,0.00315403175,0.00228922,-0.000519298,0.000357865428571428
0.01061525,0.01481535,0.002323388,0.007652679,2766.639,168.559,0.94907985263021,0.94907985263021,1.27603591484024,1.27603591484024,0.0057694405,0.00497053316666667,0.00175966245454545,0.00243164790909091
-0.001249196,0.001460867,-0.00314674,0.001686706,1939.864,251.923,2.27824717414813,2.27824717414813,2.64954832936231,2.64954832936231,-0.004143847,0.00379613,-0.000492145111111111,0.00109345144444444
-0.00073335,0.000780852,-0.002737564,0.003925092,2353.977,188.01,2.32483379568252,2.32483379568252,2.17981030213556,2.17981030213556,-0.00389925766666667,0.000794185333333333,0.0019422121,0.0001340866
0.004865947,-0.007194335,0.002240886,0.00085002,877.725,279.669,-0.976114222565609,2.16547843102418,0.362555456605941,0.362555456605941,0.00543221,-0.0054563775,0.000855297666666667,4.55565000000001e-05
5.83e-06,-0.001490868,0.001634205,-0.001200861,169.602,271.154,-1.56688587309732,1.57470678049247,-0.63372066729735,2.50787198629244,-8.22253333333335e-05,-0.00136919866666667,0.000162979571428571,-0.000182142428571429
0.00213005,0.001180028,0.003177574,0.001544203,2421.259,211.731,0.505901963517796,0.505901963517796,0.452360072461663,0.452360072461663,0.00538665366666667,0.000951550166666667,0.002451974,0.0006950965
0.003067572,0.002218385,0.004792612,-0.000430843,2818.101,368.076,0.626109557581394,0.626109557581394,-0.0896563235392599,3.05193633005053,0.003373412,0.0017082066,0.0023465825,0.000838214
-0.003506748,-0.001061691,-0.001433367,-0.000229172,1562.929,243.466,-2.84760881747284,0.293983836116948,-2.98305080370563,0.158541849884161,-0.003081113625,3.10425000000001e-05,-0.00191853281818182,4.96225454545455e-05
0.002728397,0.002319221,0.005245122,0.00301007,2794.612,301.478,0.704511841840882,0.704511841840882,0.520992074752141,0.520992074752141,0.0034752478,0.0026537286,0.0003079239,0.0007005164
0.002846733,0.001798375,0.004599274,0.002846733,350.361,289.582,0.563426333820634,0.563426333820634,0.554238861997691,0.554238861997691,0.0018637935,0.0025383925,-0.000232386428571429,0.00171968285714286
-0.001723374,-0.006933495,-0.005695133,-0.006933495,2028.001,99.793,-1.81441712949014,1.32717552409965,-2.25844709538673,0.88314555820306,-0.001366907,-0.00372842025,-0.000537512555555556,0.000475288888888889
0.001798375,-0.000358342,-7.83e-05,0.000838353,3266.156,317.705,-0.196682742289481,2.94490991130031,1.66392357979196,1.66392357979196,0.0023840556,-0.0006453486,-0.001574307,-0.000299382125
-0.002473391,-0.008195191,0.001754208,-0.00271673,2941.284,352.144,-1.86391288860509,1.2776797649847,-0.997445884446446,2.14414676914335,-0.002473391,-0.008195191,0.00493872633333333,-4.65288333333332e-05
-0.004092595,-0.000521679,-0.002554226,0.002850067,2504.136,274.837,-3.01480738503779,0.126785268552001,2.30150722257736,2.30150722257736,-0.00477963528571429,-0.001377413,-0.003994884875,-0.00136190675
-0.001942545,-0.002388389,-0.001026691,-0.00041501,1282.393,251.108,-2.25361176838585,0.887980885203947,-2.75745284049467,0.384139813095127,-0.00193796175,-0.0014054495,0.00186745122222222,0.000582143111111111
0.002775065,0.000640848,-0.000213338,-0.002861733,2429.609,348.981,0.22695224929293,0.22695224929293,-1.64520721876305,1.49638543482674,0.0026750625,0.000116669,-0.0017182345,-0.00273270283333333
0.000926688,0.000448344,-0.000363342,-0.000320008,1296.432,285.769,0.450614615677719,0.450614615677719,-2.4195237545318,0.722068899057995,0.0049117816,0.0021722172,-2.35003999999999e-05,0.0015101185
-0.005016784,0.000915021,-0.003366745,0.000669182,85.781,298.012,2.96118380551649,2.96118380551649,2.94538746686816,2.94538746686816,-0.0042747666,-3.2674e-05,-0.002248267,-2.49957142857143e-05
-0.003952592,0.001711707,-0.01320447,0.000125836,1330.627,342.943,2.73291549999729,2.73291549999729,3.13206313889878,3.13206313889878,-0.009462721,0.003915925,-0.002161384,0.0007763512
-0.01045691,0.004579274,-0.009816896,0.004827613,1603.945,330.588,2.72883102783643,2.72883102783643,2.68455413536172,2.68455413536172,-0.0029149082,0.002019714,-0.00050512025,0.001004607
-0.005175954,-0.001435867,-0.006262646,-0.002713397,3365.099,205.255,-2.87098626351951,0.270606390070282,-2.73274078610796,0.408851867481836,-0.00292863985714286,-0.00139824714285714,-0.00153743175,-0.000871583
